ID,ShowName,Name,ItemObjType,Class,SubClass,Character,Expend,Quility,Level,Value,BindType,Count,MaxNum,ExistTime,NeedJob,NeedLevel,NeedSex,SetID,MainType,Property.Str,Property.Int,Property.Dex,Property.Sta,Property.Fai,Property.MaxHP,Property.MaxSP,Property.HPTick,Property.SPTick,Property.AtkDmgMin,Property.AtkDmgMax,Property.Def,Property.IceAtt,Property.FireAtt,Property.PoisonAtt,Property.ThunderAtt,Property.IceDef,Property.FireDef,Property.PoisonDef,Property.ThunderDef,Property.Pierce,Property.Hit,Property.Dodge,Property.Cri,Property.Flex,Property.CriDmg,Property.CriDmgDef,Property.BodySize,Property.AttSize,Property.AttSpeedModPer,Property.MoveSpeedModPer,Property.PiercePer,Property.HitPer,Property.DodgePer,Property.CriPer,Property.FlexPer,Property.AttSpeed,Property.MoveSpeed,Property.MaxEP,Property.MaxAP,Property.ExpPer,Property.MoneyPer,Up1,Up2,Up3,EffectID1,EffectID2,EffectID3,RandomMin,RandomMax,HoleMin,HoleMax,HolePos,UpMin,UpMax,CanUse,UseNum,CoolDownTime,SetTime,UseCondition,Effect,IntExtra1,IntExtra2,IntExtra3,IntExtra4,StringExtra1,StringExtra2,StringExtra3,StringExtra4,IconPath,Filename,FilenameW,FilePart,Description,SoundMat,IconID,EventUse,EventAddBag,UpBaseExp,UpBaseMoney,SuitID,DropID,GatherCostCount,GatherItemID,GatherCount,GenItemID,GenItemCount
13100,冰封锁链之剑,战士1绿武器110级,0,0,0,0,0,2,110,110,0,0,1,0,2,110,0,0,10,0,0,0,0,0,0,0,0,0,0,6171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20044,109437,145,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02750,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,16500,16500,0,0,0,0,0,0,0
13200,真冰封锁链之剑,战士1绿武器120级,0,0,0,0,0,2,120,120,0,0,1,0,2,120,0,0,10,0,0,0,0,0,0,0,0,0,0,7331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20044,109437,145,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02750,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,18000,18000,0,0,0,0,0,0,0
14000,近卫队长之剑,战士1蓝武器1级,0,0,0,0,0,3,1,1,0,0,1,0,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,111997,148,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00727,Model/Weapons/longsword/$longsword_010lv_01_o01/longsword_010lv_01_o01.fbx,0,longsword_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
14100,勇气水晶之剑,战士1蓝武器10级,0,0,0,0,0,3,10,10,0,0,1,0,2,10,0,0,10,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,111997,148,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00727,Model/Weapons/longsword/$longsword_010lv_01_o01/longsword_010lv_01_o01.fbx,0,longsword_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
14200,真勇气水晶之剑,战士1蓝武器20级,0,0,0,0,0,3,20,20,0,0,1,0,2,20,0,0,10,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,111997,148,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00898,Model/Weapons/longsword/$longsword_020lv_01_o01/longsword_020lv_01_o01.fbx,0,longsword_020lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
14300,高贵者之剑,战士1蓝武器30级,0,0,0,0,0,3,30,30,0,0,1,0,2,30,0,0,10,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,111997,148,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00790,Model/Weapons/longsword/$longsword_030lv_01_o01/longsword_030lv_01_o01.fbx,0,longsword_030lv_01_o01,,0,1,0,,4500,4500,0,0,0,0,0,0,0
14400,真高贵者之剑,战士1蓝武器40级,0,0,0,0,0,3,40,40,0,0,1,0,2,40,0,0,10,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,111997,148,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00790,Model/Weapons/longsword/$longsword_030lv_01_o01/longsword_030lv_01_o01.fbx,0,longsword_030lv_01_o01,,0,1,0,,6000,6000,0,0,0,0,0,0,0
14500,征服者之剑,战士1蓝武器50级,0,0,0,0,0,3,50,50,0,0,1,0,2,50,0,0,10,0,0,0,0,0,0,0,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,111997,148,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02571,Model/Weapons/longsword/$longsword_040lv_01_o01/longsword_040lv_01_o01.fbx,0,longsword_040lv_01_o01,,0,1,0,,7500,7500,0,0,0,0,0,0,0
14600,真征服者之剑,战士1蓝武器60级,0,0,0,0,0,3,60,60,0,0,1,0,2,60,0,0,10,0,0,0,0,0,0,0,0,0,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,111997,148,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02571,Model/Weapons/longsword/$longsword_040lv_01_o01/longsword_040lv_01_o01.fbx,0,longsword_040lv_01_o01,,0,1,0,,9000,9000,0,0,0,0,0,0,0
14700,地城军团之剑,战士1蓝武器70级,0,0,0,0,0,3,70,70,0,0,1,0,2,70,0,0,10,0,0,0,0,0,0,0,0,0,0,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20036,170236,225,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02679,Model/Weapons/longsword/$longsword_050lv_01_o01/longsword_050lv_01_o01.fbx,0,longsword_050lv_01_o01,,0,2,0,,10500,10500,0,0,0,0,0,0,0
14800,真地城军团之剑,战士1蓝武器80级,0,0,0,0,0,3,80,80,0,0,1,0,2,80,0,0,10,0,0,0,0,0,0,0,0,0,0,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20036,170236,225,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02679,Model/Weapons/longsword/$longsword_050lv_01_o01/longsword_050lv_01_o01.fbx,0,longsword_050lv_01_o01,,0,2,0,,12000,12000,0,0,0,0,0,0,0
14900,黑暗女王之剑,战士1蓝武器90级,0,0,0,0,0,3,90,90,0,0,1,0,2,90,0,0,10,0,0,0,0,0,0,0,0,0,0,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20036,170236,225,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02751,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,13500,13500,0,0,0,0,0,0,0
15000,真黑暗女王之剑,战士1蓝武器100级,0,0,0,0,0,3,100,100,0,0,1,0,2,100,0,0,10,0,0,0,0,0,0,0,0,0,0,7952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20036,170236,225,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02751,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,15000,15000,0,0,0,0,0,0,0
15100,冰封锁链之剑,战士1蓝武器110级,0,0,0,0,0,3,110,110,0,0,1,0,2,110,0,0,10,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20036,170236,225,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02751,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,16500,16500,0,0,0,0,0,0,0
15200,真冰封锁链之剑,战士1蓝武器120级,0,0,0,0,0,3,120,120,0,0,1,0,2,120,0,0,10,0,0,0,0,0,0,0,0,0,0,11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20036,170236,225,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_02751,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,18000,18000,0,0,0,0,0,0,0
16000,近卫队长之剑,战士1紫武器1级,0,0,0,0,0,4,1,1,0,0,1,0,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,159996,212,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00743,Model/Weapons/longsword/$longsword_010lv_01_o01/longsword_010lv_01_o01.fbx,0,longsword_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
16100,勇气水晶之剑,战士1紫武器10级,0,0,0,0,0,4,10,10,0,0,1,0,2,10,0,0,10,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,159996,212,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00743,Model/Weapons/longsword/$longsword_010lv_01_o01/longsword_010lv_01_o01.fbx,0,longsword_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
16200,真勇气水晶之剑,战士1紫武器20级,0,0,0,0,0,4,20,20,0,0,1,0,2,20,0,0,10,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,159996,212,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_00916,Model/Weapons/longsword/$longsword_020lv_01_o01/longsword_020lv_01_o01.fbx,0,longsword_020lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
16300,高贵者之剑,战士1紫武器30级,0,0,0,0,0,4,30,30,0,0,1,0,2,30,0,0,10,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,159996,212,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07152,Model/Weapons/longsword/$longsword_030lv_01_o01/longsword_030lv_01_o01.fbx,0,longsword_030lv_01_o01,,0,1,0,,4500,4500,0,0,0,0,0,0,0
16400,真高贵者之剑,战士1紫武器40级,0,0,0,0,0,4,40,40,0,0,1,0,2,40,0,0,10,0,0,0,0,0,0,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,159996,212,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07152,Model/Weapons/longsword/$longsword_030lv_01_o01/longsword_030lv_01_o01.fbx,0,longsword_030lv_01_o01,,0,1,0,,6000,6000,0,0,0,0,0,0,0
16500,征服者之剑,战士1紫武器50级,0,0,0,0,0,4,50,50,0,0,1,0,2,50,0,0,10,0,0,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,159996,212,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07243,Model/Weapons/longsword/$longsword_040lv_01_o01/longsword_040lv_01_o01.fbx,0,longsword_040lv_01_o01,,0,1,0,,7500,7500,0,0,0,0,0,0,0
16600,真征服者之剑,战士1紫武器60级,0,0,0,0,0,4,60,60,0,0,1,0,2,60,0,0,10,0,0,0,0,0,0,0,0,0,0,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,159996,212,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07243,Model/Weapons/longsword/$longsword_040lv_01_o01/longsword_040lv_01_o01.fbx,0,longsword_040lv_01_o01,,0,1,0,,9000,9000,0,0,0,0,0,0,0
16700,地城军团之剑,战士1紫武器70级,0,0,0,0,0,4,70,70,0,0,1,0,2,70,0,0,10,0,0,0,0,0,0,0,0,0,0,5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,243194,322,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07253,Model/Weapons/longsword/$longsword_050lv_01_o01/longsword_050lv_01_o01.fbx,0,longsword_050lv_01_o01,,0,2,0,,10500,10500,0,0,0,0,0,0,0
16800,真地城军团之剑,战士1紫武器80级,0,0,0,0,0,4,80,80,0,0,1,0,2,80,0,0,10,0,0,0,0,0,0,0,0,0,0,7323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,243194,322,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07253,Model/Weapons/longsword/$longsword_050lv_01_o01/longsword_050lv_01_o01.fbx,0,longsword_050lv_01_o01,,0,2,0,,12000,12000,0,0,0,0,0,0,0
16900,黑暗女王之剑,战士1紫武器90级,0,0,0,0,0,4,90,90,0,0,1,0,2,90,0,0,10,0,0,0,0,0,0,0,0,0,0,9229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,243194,322,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07263,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,13500,13500,0,0,0,0,0,0,0
17000,真黑暗女王之剑,战士1紫武器100级,0,0,0,0,0,4,100,100,0,0,1,0,2,100,0,0,10,0,0,0,0,0,0,0,0,0,0,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,243194,322,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07263,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,15000,15000,0,0,0,0,0,0,0
17100,冰封锁链之剑,战士1紫武器110级,0,0,0,0,0,4,110,110,0,0,1,0,2,110,0,0,10,0,0,0,0,0,0,0,0,0,0,13714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,243194,322,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07263,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,16500,16500,0,0,0,0,0,0,0
17200,真冰封锁链之剑,战士1紫武器120级,0,0,0,0,0,4,120,120,0,0,1,0,2,120,0,0,10,0,0,0,0,0,0,0,0,0,0,16293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,243194,322,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMax,0,item_07263,Model/Weapons/longsword/$longsword_060lv_01_o01/longsword_060lv_01_o01.fbx,0,longsword_060lv_01_o01,,0,2,0,,18000,18000,0,0,0,0,0,0,0
10009,近卫队长之战盾,战士1白盾1级,0,0,4,9,0,1,1,1,0,0,1,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,31999,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00694,Model/Weapons/heavyshield/$heavyshield_010lv_01_o01/heavyshield_010lv_01_o01.fbx,0,heavyshield_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
10109,勇气水晶之战盾,战士1白盾10级,0,0,4,9,0,1,10,10,0,0,1,0,2,10,0,0,9,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,31999,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00694,Model/Weapons/heavyshield/$heavyshield_010lv_01_o01/heavyshield_010lv_01_o01.fbx,0,heavyshield_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
10209,真勇气水晶之战盾,战士1白盾20级,0,0,4,9,0,1,20,20,0,0,1,0,2,20,0,0,9,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,31999,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00864,Model/Weapons/heavyshield/$heavyshield_020lv_01_o01/heavyshield_020lv_01_o01.fbx,0,heavyshield_020lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
10309,高贵者之战盾,战士1白盾30级,0,0,4,9,0,1,30,30,0,0,1,0,2,30,0,0,9,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,31999,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00777,Model/Weapons/heavyshield/$heavyshield_030lv_01_o01/heavyshield_030lv_01_o01.fbx,0,heavyshield_030lv_01_o01,,0,1,0,,4500,4500,0,0,0,0,0,0,0
10409,真高贵者之战盾,战士1白盾40级,0,0,4,9,0,1,40,40,0,0,1,0,2,40,0,0,9,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,31999,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00777,Model/Weapons/heavyshield/$heavyshield_030lv_01_o01/heavyshield_030lv_01_o01.fbx,0,heavyshield_030lv_01_o01,,0,1,0,,6000,6000,0,0,0,0,0,0,0
10509,征服者之战盾,战士1白盾50级,0,0,4,9,0,1,50,50,0,0,1,0,2,50,0,0,9,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,31999,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02563,Model/Weapons/heavyshield/$heavyshield_040lv_01_o01/heavyshield_040lv_01_o01.fbx,0,heavyshield_040lv_01_o01,,0,1,0,,7500,7500,0,0,0,0,0,0,0
10609,真征服者之战盾,战士1白盾60级,0,0,4,9,0,1,60,60,0,0,1,0,2,60,0,0,9,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,31999,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02563,Model/Weapons/heavyshield/$heavyshield_040lv_01_o01/heavyshield_040lv_01_o01.fbx,0,heavyshield_040lv_01_o01,,0,1,0,,9000,9000,0,0,0,0,0,0,0
10709,地城军团之战盾,战士1白盾70级,0,0,4,9,0,1,70,70,0,0,1,0,2,70,0,0,9,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19277,48639,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02671,Model/Weapons/heavyshield/$heavyshield_050lv_01_o01/heavyshield_050lv_01_o01.fbx,0,heavyshield_050lv_01_o01,,0,2,0,,10500,10500,0,0,0,0,0,0,0
10809,真地城军团之战盾,战士1白盾80级,0,0,4,9,0,1,80,80,0,0,1,0,2,80,0,0,9,0,0,0,0,0,0,0,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19277,48639,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02671,Model/Weapons/heavyshield/$heavyshield_050lv_01_o01/heavyshield_050lv_01_o01.fbx,0,heavyshield_050lv_01_o01,,0,2,0,,12000,12000,0,0,0,0,0,0,0
10909,黑暗女王之战盾,战士1白盾90级,0,0,4,9,0,1,90,90,0,0,1,0,2,90,0,0,9,0,0,0,0,0,0,0,0,0,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19277,48639,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02743,Model/Weapons/heavyshield/$heavyshield_060lv_01_o01/heavyshield_060lv_01_o01.fbx,0,heavyshield_060lv_01_o01,,0,2,0,,13500,13500,0,0,0,0,0,0,0
11009,真黑暗女王之战盾,战士1白盾100级,0,0,4,9,0,1,100,100,0,0,1,0,2,100,0,0,9,0,0,0,0,0,0,0,0,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19277,48639,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02743,Model/Weapons/heavyshield/$heavyshield_060lv_01_o01/heavyshield_060lv_01_o01.fbx,0,heavyshield_060lv_01_o01,,0,2,0,,15000,15000,0,0,0,0,0,0,0
11109,冰封锁链之战盾,战士1白盾110级,0,0,4,9,0,1,110,110,0,0,1,0,2,110,0,0,9,0,0,0,0,0,0,0,0,0,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19277,48639,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02743,Model/Weapons/heavyshield/$heavyshield_060lv_01_o01/heavyshield_060lv_01_o01.fbx,0,heavyshield_060lv_01_o01,,0,2,0,,16500,16500,0,0,0,0,0,0,0
11209,真冰封锁链之战盾,战士1白盾120级,0,0,4,9,0,1,120,120,0,0,1,0,2,120,0,0,9,0,0,0,0,0,0,0,0,0,3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19277,48639,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_02743,Model/Weapons/heavyshield/$heavyshield_060lv_01_o01/heavyshield_060lv_01_o01.fbx,0,heavyshield_060lv_01_o01,,0,2,0,,18000,18000,0,0,0,0,0,0,0
12009,近卫队长之战盾,战士1绿盾1级,0,0,4,9,0,2,1,1,0,0,1,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19292,57598,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00710,Model/Weapons/heavyshield/$heavyshield_010lv_01_o01/heavyshield_010lv_01_o01.fbx,0,heavyshield_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
12109,勇气水晶之战盾,战士1绿盾10级,0,0,4,9,0,2,10,10,0,0,1,0,2,10,0,0,9,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19292,57598,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00710,Model/Weapons/heavyshield/$heavyshield_010lv_01_o01/heavyshield_010lv_01_o01.fbx,0,heavyshield_010lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
12209,真勇气水晶之战盾,战士1绿盾20级,0,0,4,9,0,2,20,20,0,0,1,0,2,20,0,0,9,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19292,57598,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AtkDmgMin,0,item_00882,Model/Weapons/heavyshield/$heavyshield_020lv_01_o01/heavyshield_020lv_01_o01.fbx,0,heavyshield_020lv_01_o01,,0,0,0,,3000,3000,0,0,0,0,0,0,0
