CardID,i1.ItemID,i1.Count,i1.Hit,i2.ItemID,i2.Count,i2.Hit,i3.ItemID,i3.Count,i3.Hit,i4.ItemID,i4.Count,i4.Hit,i5.ItemID,i5.Count,i5.Hit,i6.ItemID,i6.Count,i6.Hit,i7.ItemID,i7.Count,i7.Hit,i8.ItemID,i8.Count,i8.Hit,i9.ItemID,i9.Count,i9.Hit,i10.ItemID,i10.Count,i10.Hit,i11.ItemID,i11.Count,i11.Hit,i12.ItemID,i12.Count,i12.Hit,i13.ItemID,i13.Count,i13.Hit,i14.ItemID,i14.Count,i14.Hit
3010033,1,240,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010034,1,216,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010035,1,192,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010041,1,390,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010042,1,312,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010043,1,260,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010044,1,234,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010045,1,208,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010051,1,420,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010052,1,336,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010053,1,280,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010054,1,252,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010055,1,224,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010061,1,450,0,2,0,0,3,0,0,500101,1,1000,500102,1,1000,500103,1,1000,500104,1,1000,500122,1,1000,500123,1,1000,500124,1,1000,500125,1,1000,500126,1,1000,500127,1,1000,500135,1,0
3010062,1,360,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010063,1,300,100,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010064,1,270,500,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010065,1,240,1000,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010071,1,480,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010072,1,384,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010073,1,320,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010074,1,288,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010075,1,256,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010081,1,510,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010082,1,408,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010083,1,340,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010084,1,306,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010085,1,272,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010091,1,540,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010092,1,432,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010093,1,360,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010094,1,324,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010095,1,288,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010101,1,570,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010102,1,456,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010103,1,380,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010104,1,342,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010105,1,304,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010111,1,600,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010112,1,480,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010113,1,400,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010114,1,360,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010115,1,320,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010121,1,630,0,2,0,0,3,0,0,500101,1,1000,500102,1,1000,500103,1,1000,500104,1,1000,500122,1,1000,500123,1,1000,500124,1,1000,500125,1,1000,500126,1,1000,500127,1,1000,500135,1,0
3010122,1,504,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010123,1,420,100,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010124,1,378,500,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010125,1,336,1000,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010131,1,660,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010132,1,528,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010133,1,440,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010134,1,396,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010135,1,352,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010141,1,690,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010142,1,552,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010143,1,460,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010144,1,414,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010145,1,368,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010151,1,720,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010152,1,576,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010153,1,480,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010154,1,432,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010155,1,384,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010161,1,750,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010162,1,600,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010163,1,500,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010164,1,450,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010165,1,400,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010171,1,780,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010172,1,624,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010173,1,520,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010174,1,468,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010175,1,416,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010181,1,810,0,2,0,0,3,0,0,500101,1,1000,500102,1,1000,500103,1,1000,500104,1,1000,500122,1,1000,500123,1,1000,500124,1,1000,500125,1,1000,500126,1,1000,500127,1,1000,500135,1,0
3010182,1,648,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010183,1,540,100,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010184,1,486,500,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010185,1,432,1000,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010191,1,840,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010192,1,672,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010193,1,560,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010194,1,504,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010195,1,448,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010201,1,870,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010202,1,696,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010203,1,580,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010204,1,522,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010205,1,464,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010211,1,900,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010212,1,720,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010213,1,600,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010214,1,540,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010215,1,480,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010221,1,930,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010222,1,744,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010223,1,620,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010224,1,558,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010225,1,496,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010231,1,960,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010232,1,768,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010233,1,640,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010234,1,576,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010235,1,512,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010241,1,990,0,2,0,0,3,0,0,500101,1,1000,500102,1,1000,500103,1,1000,500104,1,1000,500122,1,1000,500123,1,1000,500124,1,1000,500125,1,1000,500126,1,1000,500127,1,1000,500135,1,0
3010242,1,792,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010243,1,660,100,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010244,1,594,500,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010245,1,528,1000,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010251,1,1020,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010252,1,816,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010253,1,680,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010254,1,612,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010255,1,544,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010261,1,1050,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010262,1,840,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010263,1,700,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010264,1,630,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010265,1,560,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010271,1,1080,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010272,1,864,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010273,1,720,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010274,1,648,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010275,1,576,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010281,1,1110,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010282,1,888,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010283,1,740,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010284,1,666,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010285,1,592,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010291,1,1140,0,2,0,0,3,0,0,601,2,1000,602,2,1000,603,2,1000,604,2,1000,622,2,1000,623,2,1000,624,2,1000,625,2,1000,626,2,1000,627,2,1000,635,2,0
3010292,1,912,0,2,0,0,3,0,0,500105,1,2000,500106,1,2000,500107,1,2000,500108,1,2000,500109,1,2000,500110,1,2000,500114,1,2000,500115,1,2000,500116,1,2000,500128,1,2000,0,0,0
3010293,1,760,100,2,0,0,3,0,0,605,2,1000,606,2,1000,607,2,1000,608,2,1000,609,2,1000,610,2,1000,614,2,1000,615,2,1000,616,2,1000,628,2,1000,0,0,0
3010294,1,684,500,2,0,0,3,0,0,500934,1,500,500933,1,1000,500932,1,2500,500931,1,5000,634,10,62,633,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010295,1,608,1000,2,0,0,3,0,0,500112,1,1000,500113,1,1000,500117,1,1000,500120,1,1000,500121,1,1000,500111,1,2000,500118,1,2000,500119,1,2000,500129,1,2000,500130,1,2000,0,0,0
3010301,1,1170,0,2,0,0,3,0,0,500101,1,1000,500102,1,1000,500103,1,1000,500104,1,1000,500122,1,1000,500123,1,1000,500124,1,1000,500125,1,1000,500126,1,1000,500127,1,1000,500135,1,0
