ID,LevelID,Index,MonsterTemplateID
1361,12041,22,101012
1362,12041,23,101011
1363,12041,24,101011
1364,12041,25,101011
1365,12041,26,101011
1366,12041,27,101012
1367,12041,28,101012
1368,12041,29,101012
1369,12041,30,101012
1370,12041,34,101001
1371,12041,32,101001
1372,12041,35,101001
1373,12041,33,101001
1374,12041,36,101001
1375,12041,37,101001
1376,12041,38,101001
1377,12041,39,101001
1378,12041,31,101001
1379,12041,40,101001
1380,12041,45,101031
1381,12041,41,101013
1382,12041,42,101013
1383,12041,43,101013
1384,12041,44,101013
1385,12041,47,101014
1386,12041,46,101014
1387,12041,48,101014
1388,12041,49,1003
1389,12041,50,1003
1390,12041,51,1003
1391,12041,52,1003
1392,12041,53,1003
1393,12041,1,101
1394,12042,54,101
1395,12042,55,101
1396,12042,56,101
1397,12042,61,201001
1398,12042,60,201001
1399,12042,59,201001
1400,12042,58,201001
1401,12042,57,201001
1402,12042,62,201001
1403,12042,64,201011
1404,12042,63,201011
1405,12042,65,201011
1406,12042,68,201012
1407,12042,67,201012
1408,12042,66,201012
1409,12042,69,201011
1410,12042,70,201011
1411,12042,71,201011
1412,12042,74,201012
1413,12042,72,201012
1414,12042,75,201012
1415,12042,73,201012
1416,12042,76,201011
1417,12042,77,201011
1418,12042,79,201011
1419,12042,78,201011
1420,12042,81,201012
1421,12042,82,201012
1422,12042,80,201012
1423,12042,83,201012
1424,12042,87,201001
1425,12042,90,201001
1426,12042,89,201001
1427,12042,93,201001
1428,12042,84,201001
1429,12042,88,201001
1430,12042,85,201001
1431,12042,92,201001
1432,12042,91,201001
1433,12042,86,201001
1434,12042,98,201031
1435,12042,96,201013
1436,12042,97,201013
1437,12042,94,201013
1438,12042,95,201013
1439,12042,101,201014
1440,12042,100,201014
1441,12042,99,201014
1442,12042,106,1003
1443,12042,104,1003
1444,12042,103,1003
1445,12042,102,1003
1446,12042,105,1003
1447,12042,1,100
1448,12043,107,101
1449,12043,108,101
1450,12043,109,101
1451,12043,114,301001
1452,12043,110,301001
1453,12043,112,301001
1454,12043,115,301001
1455,12043,111,301001
1456,12043,113,301001
1457,12043,116,301011
1458,12043,117,301011
1459,12043,118,301011
1460,12043,119,301012
1461,12043,121,301012
1462,12043,120,301012
1463,12043,123,301011
1464,12043,122,301011
1465,12043,124,301011
1466,12043,125,301012
1467,12043,126,301012
1468,12043,128,301012
1469,12043,127,301012
1470,12043,131,301011
1471,12043,132,301011
1472,12043,129,301011
1473,12043,130,301011
1474,12043,136,301012
1475,12043,135,301012
1476,12043,133,301012
1477,12043,134,301012
1478,12043,137,301001
1479,12043,143,301001
1480,12043,144,301001
1481,12043,140,301001
1482,12043,141,301001
1483,12043,138,301001
1484,12043,139,301001
1485,12043,145,301001
1486,12043,146,301001
1487,12043,142,301001
1488,12043,151,301031
1489,12043,147,301013
1490,12043,149,301013
1491,12043,148,301013
1492,12043,150,301013
1493,12043,152,301014
1494,12043,153,301014
1495,12043,154,301014
1496,12043,155,1003
1497,12043,159,1003
1498,12043,158,1003
1499,12043,156,1003
1500,12043,157,1003
1501,12043,1,100
1502,12051,1,101111
1503,12051,2,101111
1504,12051,3,101111
1505,12051,4,101111
1506,12051,5,101111
1507,12051,6,101112
1508,12051,7,101112
1509,12051,8,101112
1510,12051,9,101112
1511,12051,10,101121
1512,12051,11,101101
1513,12051,12,101101
1514,12051,13,101101
1515,12051,14,101101
1516,12051,15,101101
1517,12051,16,101101
1518,12051,17,101101
1519,12051,18,101101
1520,12051,19,101101
1521,12051,20,101101
1522,12051,21,101101
1523,12051,22,101101
1524,12051,23,101111
1525,12051,24,101111
1526,12051,25,101111
1527,12051,26,101112
1528,12051,27,101112
1529,12051,28,101112
1530,12051,29,101101
1531,12051,30,101101
1532,12051,31,101101
1533,12051,32,101101
1534,12051,33,101101
1535,12051,34,101101
1536,12051,35,101101
1537,12051,36,101101
1538,12051,37,101101
1539,12051,38,101101
1540,12051,39,101111
1541,12051,40,101111
1542,12051,41,101111
1543,12051,42,101111
1544,12051,43,101112
1545,12051,44,101112
1546,12051,45,101112
1547,12051,48,101131
1548,12051,46,101112
1549,12051,47,101112
1550,12051,49,1002
1551,12051,53,1001
1552,12051,52,1003
1553,12051,51,1003
1554,12051,50,1003
1555,12052,56,201111
1556,12052,55,201111
1557,12052,57,201111
1558,12052,54,201111
1559,12052,58,201111
1560,12052,59,201112
1561,12052,62,201112
1562,12052,61,201112
1563,12052,60,201112
1564,12052,63,201121
1565,12052,72,201101
1566,12052,68,201101
1567,12052,73,201101
1568,12052,66,201101
1569,12052,70,201101
1570,12052,67,201101
1571,12052,71,201101
1572,12052,69,201101
1573,12052,74,201101
1574,12052,75,201101
1575,12052,64,201101
1576,12052,65,201101
1577,12052,76,201111
1578,12052,77,201111
1579,12052,78,201111
1580,12052,80,201112
1581,12052,81,201112
1582,12052,79,201112
1583,12052,90,201101
1584,12052,88,201101
1585,12052,82,201101
1586,12052,89,201101
1587,12052,85,201101
1588,12052,83,201101
1589,12052,84,201101
1590,12052,91,201101
1591,12052,87,201101
1592,12052,86,201101
1593,12052,94,201111
1594,12052,92,201111
1595,12052,95,201111
1596,12052,93,201111
1597,12052,96,201112
1598,12052,98,201112
1599,12052,97,201112
1600,12052,101,201131
1601,12052,99,201112
1602,12052,100,201112
1603,12052,105,1003
1604,12052,106,1001
1605,12052,102,1002
1606,12052,104,1003
1607,12052,103,1003
1608,12053,107,301111
1609,12053,111,301111
1610,12053,108,301111
1611,12053,109,301111
1612,12053,110,301111
1613,12053,115,301112
1614,12053,114,301112
1615,12053,113,301112
1616,12053,112,301112
1617,12053,116,301121
1618,12053,117,301101
1619,12053,118,301101
1620,12053,126,301101
1621,12053,121,301101
1622,12053,120,301101
1623,12053,123,301101
1624,12053,124,301101
1625,12053,128,301101
1626,12053,127,301101
1627,12053,119,301101
1628,12053,125,301101
1629,12053,122,301101
1630,12053,130,301111
1631,12053,129,301111
1632,12053,131,301111
1633,12053,134,301112
1634,12053,133,301112
1635,12053,132,301112
1636,12053,136,301101
1637,12053,142,301101
1638,12053,143,301101
1639,12053,140,301101
1640,12053,138,301101
1641,12053,135,301101
1642,12053,141,301101
1643,12053,144,301101
1644,12053,137,301101
1645,12053,139,301101
1646,12053,146,301111
1647,12053,148,301111
1648,12053,145,301111
1649,12053,147,301111
1650,12053,151,301112
1651,12053,150,301112
1652,12053,149,301112
1653,12053,154,301131
1654,12053,152,301112
1655,12053,153,301112
1656,12053,159,1001
1657,12053,155,1002
1658,12053,157,1003
1659,12053,158,1003
1660,12053,156,1003
1661,12061,1,101213
1662,12061,2,101213
1663,12061,3,101213
1664,12061,4,101213
1665,12061,5,101213
1666,12061,6,101211
1667,12061,7,101211
1668,12061,8,101211
1669,12061,9,101211
1670,12061,10,101201
1671,12061,11,101201
1672,12061,12,101201
1673,12061,13,101201
1674,12061,14,101201
1675,12061,15,101201
1676,12061,16,101201
1677,12061,17,101201
1678,12061,18,101201
1679,12061,19,101201
1680,12061,20,101201
1681,12061,21,101214
1682,12061,22,101214
1683,12061,23,101214
1684,12061,24,101214
1685,12061,25,101212
1686,12061,26,101212
1687,12061,27,101202
1688,12061,28,101202
1689,12061,29,101202
1690,12061,30,101202
1691,12061,31,101202
1692,12061,32,101202
1693,12061,33,101202
1694,12061,34,101202
1695,12061,35,101202
1696,12061,36,101202
1697,12061,37,101202
1698,12061,38,101202
1699,12061,39,101213
1700,12061,40,101213
1701,12061,41,101213
1702,12061,42,101211
1703,12061,43,101211
1704,12061,44,101211
1705,12061,45,101211
1706,12061,46,101231
1707,12061,47,1003
1708,12061,48,1003
1709,12061,49,1003
1710,12061,50,1003
1711,12061,51,1003
1712,12061,52,1003
1713,12062,53,201213
1714,12062,54,201213
1715,12062,55,201213
1716,12062,56,201213
1717,12062,57,201213
1718,12062,58,201211
1719,12062,59,201211
1720,12062,60,201211
1721,12062,61,201211
1722,12062,62,201201
1723,12062,63,201201
1724,12062,64,201201
1725,12062,65,201201
1726,12062,66,201201
1727,12062,67,201201
1728,12062,68,201201
1729,12062,69,201201
1730,12062,70,201201
1731,12062,71,201201
1732,12062,72,201201
1733,12062,73,201214
1734,12062,74,201214
1735,12062,75,201214
1736,12062,76,201214
1737,12062,77,201212
1738,12062,78,201212
1739,12062,79,201202
1740,12062,80,201202
1741,12062,81,201202
1742,12062,82,201202
1743,12062,83,201202
1744,12062,84,201202
1745,12062,85,201202
1746,12062,86,201202
1747,12062,87,201202
1748,12062,88,201202
1749,12062,89,201202
1750,12062,90,201202
1751,12062,91,201213
1752,12062,92,201213
1753,12062,93,201213
1754,12062,94,201211
1755,12062,95,201211
1756,12062,96,201211
1757,12062,97,201211
1758,12062,98,201231
1759,12062,99,1003
1760,12062,100,1003
1761,12062,101,1003
1762,12062,102,1003
1763,12062,103,1003
1764,12062,104,1003
1765,12063,105,301213
1766,12063,106,301213
1767,12063,107,301213
1768,12063,108,301213
1769,12063,109,301213
1770,12063,110,301211
1771,12063,111,301211
1772,12063,112,301211
1773,12063,113,301211
1774,12063,114,301201
1775,12063,115,301201
1776,12063,116,301201
1777,12063,117,301201
1778,12063,118,301201
1779,12063,119,301201
1780,12063,120,301201
1781,12063,121,301201
1782,12063,122,301201
1783,12063,123,301201
1784,12063,124,301201
1785,12063,125,301212
1786,12063,126,301214
1787,12063,127,301214
1788,12063,128,301214
1789,12063,129,301214
1790,12063,130,301212
1791,12063,131,301202
1792,12063,132,301202
1793,12063,133,301202
1794,12063,134,301202
1795,12063,135,301202
1796,12063,136,301202
1797,12063,137,301202
1798,12063,138,301202
1799,12063,139,301202
1800,12063,140,301202
1801,12063,141,301202
1802,12063,142,301202
1803,12063,143,301213
1804,12063,144,301213
1805,12063,145,301213
1806,12063,146,301211
1807,12063,147,301211
1808,12063,148,301211
1809,12063,149,301211
1810,12063,150,301231
1811,12063,151,1003
1812,12063,152,1003
1813,12063,153,1003
1814,12063,154,1003
1815,12063,155,1003
1816,12063,156,1003
1817,13011,2,101312
1818,13011,3,101313
1819,13011,1,101312
1820,13011,4,101311
1821,13011,5,101311
1822,13011,6,101311
1823,13011,7,101311
1824,13011,11,101312
1825,13011,12,101313
1826,13011,13,101313
1827,13011,8,101312
1828,13011,9,101312
1829,13011,10,101312
1830,13011,14,101312
1831,13011,15,101312
1832,13011,16,101313
1833,13011,17,101313
1834,13011,18,101313
1835,13011,19,101313
1836,13011,20,101301
1837,13011,21,101301
1838,13011,22,101301
1839,13011,23,101301
1840,13011,24,101301
1841,13011,25,101301
1842,13011,26,101301
1843,13011,27,101301
1844,13011,28,101301
1845,13011,29,101301
1846,13011,30,101301
1847,13011,31,101301
1848,13011,32,101301
1849,13011,33,101301
1850,13011,34,101301
1851,13011,35,101313
1852,13011,36,101313
1853,13011,40,101312
1854,13011,41,101313
1855,13011,37,101312
1856,13011,38,101312
1857,13011,39,101312
1858,13011,42,101331
1859,13011,43,101313
1860,13011,44,101313
1861,13011,45,101313
1862,13011,46,101313
1863,13011,49,1001
1864,13011,47,1001
1865,13011,48,1002
1866,13011,50,1002
1867,13011,51,1002
1868,13012,54,201313
1869,13012,53,201312
1870,13012,52,201312
1871,13012,55,201311
1872,13012,57,201311
1873,13012,56,201311
1874,13012,58,201311
1875,13012,62,201312
1876,13012,64,201313
1877,13012,63,201313
1878,13012,61,201312
1879,13012,60,201312
1880,13012,59,201312
1881,13012,66,201312
1882,13012,65,201312
1883,13012,67,201313
1884,13012,69,201313
1885,13012,70,201313
1886,13012,68,201313
1887,13012,84,201301
1888,13012,74,201301
1889,13012,72,201301
1890,13012,85,201301
1891,13012,79,201301
1892,13012,78,201301
1893,13012,80,201301
1894,13012,73,201301
1895,13012,82,201301
1896,13012,77,201301
1897,13012,81,201301
1898,13012,75,201301
1899,13012,83,201301
1900,13012,71,201301
1901,13012,76,201301
1902,13012,87,201313
1903,13012,86,201313
1904,13012,91,201312
1905,13012,92,201313
1906,13012,90,201312
1907,13012,89,201312
1908,13012,88,201312
1909,13012,93,201331
1910,13012,97,201313
1911,13012,94,201313
1912,13012,95,201313
1913,13012,96,201313
1914,13012,98,1001
1915,13012,100,1001
1916,13012,102,1002
1917,13012,99,1002
1918,13012,101,1002
1919,13013,105,301313
1920,13013,103,301312
1921,13013,104,301312
1922,13013,109,301311
1923,13013,106,301311
1924,13013,107,301311
1925,13013,108,301311
1926,13013,110,301312
1927,13013,114,301313
1928,13013,115,301313
1929,13013,113,301312
1930,13013,111,301312
1931,13013,112,301312
1932,13013,116,301312
1933,13013,117,301312
1934,13013,119,301313
1935,13013,118,301313
1936,13013,120,301313
1937,13013,121,301313
1938,13013,124,301301
1939,13013,134,301301
1940,13013,135,301301
1941,13013,123,301301
1942,13013,128,301301
1943,13013,122,301301
1944,13013,127,301301
1945,13013,129,301301
1946,13013,125,301301
1947,13013,130,301301
1948,13013,132,301301
1949,13013,133,301301
1950,13013,126,301301
1951,13013,131,301301
1952,13013,136,301301
1953,13013,138,301313
1954,13013,137,301313
1955,13013,141,301312
1956,13013,143,301313
1957,13013,139,301312
1958,13013,140,301312
1959,13013,142,301312
1960,13013,144,301331
1961,13013,148,301313
1962,13013,146,301313
1963,13013,147,301313
1964,13013,145,301313
1965,13013,153,1002
1966,13013,151,1001
1967,13013,149,1001
1968,13013,150,1002
1969,13013,152,1002
1970,13021,1,101412
1971,13021,2,101413
1972,13021,3,101413
1973,13021,4,101412
1974,13021,5,101412
1975,13021,6,101411
1976,13021,7,101411
1977,13021,8,101411
1978,13021,9,101411
1979,13021,10,101411
1980,13021,11,101411
1981,13021,12,101411
1982,13021,13,101412
1983,13021,14,101413
1984,13021,15,101413
1985,13021,16,101412
1986,13021,17,101411
1987,13021,18,101411
1988,13021,19,101411
1989,13021,20,101411
1990,13021,21,101412
1991,13021,22,101412
1992,13021,23,101412
1993,13021,24,101412
1994,13021,25,101412
1995,13021,26,101413
1996,13021,27,101413
1997,13021,28,101401
1998,13021,29,101401
1999,13021,30,101401
2000,13021,31,101401
2001,13021,32,101401
2002,13021,33,101401
2003,13021,34,101401
2004,13021,35,101401
2005,13021,36,101401
2006,13021,37,101401
2007,13021,38,101401
2008,13021,39,101413
2009,13021,40,101412
2010,13021,41,101413
2011,13021,42,101413
2012,13021,43,101412
2013,13021,44,101431
2014,13021,45,101413
2015,13021,46,101413
2016,13021,47,101414
2017,13021,48,101414
2018,13021,49,101414
2019,13021,50,1002
2020,13021,51,1001
2021,13021,52,1002
2022,13021,53,1002
2023,13022,54,201412
2024,13022,55,201413
2025,13022,56,201413
2026,13022,57,201412
2027,13022,58,201412
2028,13022,59,201411
2029,13022,60,201411
2030,13022,61,201411
2031,13022,62,201411
2032,13022,63,201411
2033,13022,64,201411
2034,13022,65,201411
2035,13022,66,201412
2036,13022,67,201413
2037,13022,68,201413
2038,13022,69,201412
2039,13022,70,201411
2040,13022,71,201411
2041,13022,72,201411
2042,13022,73,201411
2043,13022,74,201412
2044,13022,75,201412
2045,13022,76,201412
2046,13022,77,201412
2047,13022,78,201412
2048,13022,79,201413
2049,13022,80,201413
2050,13022,81,201401
2051,13022,82,201401
2052,13022,83,201401
2053,13022,84,201401
2054,13022,85,201401
2055,13022,86,201401
2056,13022,87,201401
2057,13022,88,201401
2058,13022,89,201401
2059,13022,90,201401
2060,13022,91,201401
2061,13022,92,201413
2062,13022,93,201412
2063,13022,94,201413
2064,13022,95,201413
2065,13022,96,201412
2066,13022,97,201431
2067,13022,98,201413
2068,13022,99,201413
2069,13022,100,201414
2070,13022,101,201414
2071,13022,102,201414
2072,13022,103,1002
2073,13022,104,1001
2074,13022,105,1002
2075,13022,106,1002
2076,13023,107,301412
2077,13023,108,301413
2078,13023,109,301413
2079,13023,110,301412
2080,13023,111,301412
2081,13023,112,301411
2082,13023,113,301411
2083,13023,114,301411
2084,13023,115,301411
2085,13023,116,301411
2086,13023,117,301411
2087,13023,118,301411
2088,13023,119,301412
2089,13023,120,301413
2090,13023,121,301413
2091,13023,122,301412
2092,13023,123,301411
2093,13023,124,301411
2094,13023,125,301411
2095,13023,126,301411
2096,13023,127,301412
2097,13023,128,301412
2098,13023,129,301412
2099,13023,130,301412
2100,13023,131,301412
2101,13023,132,301413
2102,13023,133,301413
2103,13023,134,301401
2104,13023,135,301401
2105,13023,136,301401
2106,13023,137,301401
2107,13023,138,301401
2108,13023,139,301401
2109,13023,140,301401
2110,13023,141,301401
2111,13023,142,301401
2112,13023,143,301401
2113,13023,144,301401
2114,13023,145,301413
2115,13023,146,301412
2116,13023,147,301413
2117,13023,148,301413
2118,13023,149,301412
2119,13023,150,301431
2120,13023,151,301413
2121,13023,152,301413
2122,13023,153,301414
2123,13023,154,301414
2124,13023,155,301414
2125,13023,156,1002
2126,13023,157,1001
2127,13023,158,1002
2128,13023,159,1002
2129,13031,1,101512
2130,13031,2,101511
2131,13031,3,101511
2132,13031,4,101511
2133,13031,5,101511
2134,13031,6,101513
2135,13031,7,101513
2136,13031,8,101513
2137,13031,9,101513
2138,13031,10,101512
2139,13031,11,101513
2140,13031,12,101512
2141,13031,13,101513
2142,13031,14,101513
2143,13031,15,101513
2144,13031,16,101511
2145,13031,17,101511
2146,13031,18,101521
2147,13031,19,101513
2148,13031,20,101512
2149,13031,21,101512
2150,13031,22,101513
2151,13031,23,101513
2152,13031,24,101513
2153,13031,25,101501
2154,13031,26,101501
2155,13031,27,101501
2156,13031,28,101501
2157,13031,29,101501
2158,13031,30,101501
2159,13031,31,101501
2160,13031,32,101501
2161,13031,33,101501
2162,13031,34,101501
2163,13031,35,101501
2164,13031,36,101531
2165,13031,37,101514
2166,13031,38,101514
2167,13031,39,101514
2168,13031,40,1002
2169,13031,41,1001
2170,13031,42,1001
2171,13031,43,1001
2172,13031,44,1002
2173,13031,45,1002
2174,13031,46,1002
2175,13032,47,201512
2176,13032,48,201511
2177,13032,49,201511
2178,13032,50,201511
2179,13032,51,201511
2180,13032,52,201513
2181,13032,53,201513
2182,13032,54,201513
2183,13032,55,201513
2184,13032,56,201512
2185,13032,57,201513
2186,13032,58,201512
2187,13032,59,201513
2188,13032,60,201513
2189,13032,61,201513
2190,13032,62,201511
2191,13032,63,201511
2192,13032,64,201521
2193,13032,65,201513
2194,13032,66,201512
2195,13032,67,201512
2196,13032,68,201513
2197,13032,69,201513
2198,13032,70,201513
2199,13032,71,201501
2200,13032,72,201501
2201,13032,73,201501
2202,13032,74,201501
2203,13032,75,201501
2204,13032,76,201501
2205,13032,77,201501
2206,13032,78,201501
2207,13032,79,201501
2208,13032,80,201501
2209,13032,81,201501
2210,13032,82,201531
2211,13032,83,201514
2212,13032,84,201514
2213,13032,85,201514
2214,13032,86,1002
2215,13032,87,1001
2216,13032,88,1001
2217,13032,89,1001
2218,13032,90,1002
2219,13032,91,1002
2220,13032,92,1002
2221,13033,93,301512
2222,13033,94,301511
2223,13033,95,301511
2224,13033,96,301511
2225,13033,97,301511
2226,13033,98,301513
2227,13033,99,301513
2228,13033,100,301513
2229,13033,101,301513
2230,13033,102,301512
2231,13033,103,301513
2232,13033,104,301512
2233,13033,105,301513
2234,13033,106,301513
2235,13033,107,301513
2236,13033,108,301511
2237,13033,109,301511
2238,13033,110,301521
2239,13033,111,301512
2240,13033,112,301512
2241,13033,113,301513
2242,13033,114,301513
2243,13033,115,301513
2244,13033,116,301513
2245,13033,117,301501
2246,13033,118,301501
2247,13033,119,301501
2248,13033,120,301501
2249,13033,121,301501
2250,13033,122,301501
2251,13033,123,301501
2252,13033,124,301501
2253,13033,125,301501
2254,13033,126,301501
2255,13033,127,301501
2256,13033,128,301531
2257,13033,129,301514
2258,13033,130,301514
2259,13033,131,301514
2260,13033,132,1002
2261,13033,133,1001
2262,13033,134,1001
2263,13033,135,1001
2264,13033,136,1002
2265,13033,137,1002
2266,13033,138,1002
2267,13041,1,101611
2268,13041,2,101612
2269,13041,3,101612
2270,13041,4,101611
2271,13041,5,101611
2272,13041,6,101611
2273,13041,7,101611
2274,13041,8,101611
2275,13041,9,101611
2276,13041,10,101611
2277,13041,11,101611
2278,13041,12,101611
2279,13041,13,101613
2280,13041,14,101611
2281,13041,15,101611
2282,13041,16,101613
2283,13041,17,101611
2284,13041,18,101611
2285,13041,19,101611
2286,13041,20,101611
2287,13041,21,101613
2288,13041,22,101611
2289,13041,23,101611
2290,13041,24,101613
2291,13041,25,101613
2292,13041,26,101611
2293,13041,27,101611
2294,13041,28,101631
2295,13041,29,101614
2296,13041,30,101614
2297,13041,31,101614
2298,13041,32,101614
2299,13041,33,1002
2300,13041,34,1001
2301,13041,35,1001
2302,13041,36,1001
2303,13041,37,1001
2304,13041,38,1002
2305,13042,39,201612
2306,13042,40,201612
2307,13042,41,201611
2308,13042,42,201611
2309,13042,43,201611
2310,13042,44,201611
2311,13042,45,201611
2312,13042,46,201611
2313,13042,47,201611
2314,13042,48,201611
2315,13042,49,201611
2316,13042,50,201611
2317,13042,51,201611
2318,13042,52,201613
2319,13042,53,201611
2320,13042,54,201611
2321,13042,55,201613
2322,13042,56,201611
2323,13042,57,201611
2324,13042,58,201611
2325,13042,59,201613
2326,13042,60,201611
2327,13042,61,201613
2328,13042,62,201613
2329,13042,63,201611
2330,13042,64,201611
2331,13042,65,201611
2332,13042,66,201631
2333,13042,67,201614
2334,13042,68,201614
2335,13042,69,201614
2336,13042,70,201614
2337,13042,71,1001
2338,13042,72,1001
2339,13042,73,1001
2340,13042,74,1001
2341,13042,75,1002
2342,13042,76,1002
2343,13043,77,301611
2344,13043,78,301612
2345,13043,79,301612
2346,13043,80,301611
2347,13043,81,301611
2348,13043,82,301611
2349,13043,83,301611
2350,13043,84,301611
2351,13043,85,301611
2352,13043,86,301611
2353,13043,87,301611
2354,13043,88,301611
2355,13043,89,301613
2356,13043,90,301611
2357,13043,91,301611
2358,13043,92,301611
2359,13043,93,301613
2360,13043,94,301611
2361,13043,95,301611
2362,13043,96,301611
2363,13043,97,301613
2364,13043,98,301611
2365,13043,99,301611
2366,13043,100,301613
2367,13043,101,301613
2368,13043,102,301611
2369,13043,103,301611
2370,13043,104,301631
2371,13043,105,301614
2372,13043,106,301614
2373,13043,107,301614
2374,13043,108,301614
2375,13043,109,1001
2376,13043,110,1001
2377,13043,111,1001
2378,13043,112,1001
2379,13043,113,1002
2380,13043,114,1002
2381,13051,1,101713
2382,13051,2,101713
2383,13051,3,101711
2384,13051,4,101711
2385,13051,5,101711
2386,13051,6,101711
2387,13051,7,101712
2388,13051,8,101712
2389,13051,9,101711
2390,13051,10,101711
2391,13051,11,101711
2392,13051,12,101711
2393,13051,13,101712
2394,13051,14,101713
2395,13051,15,101711
2396,13051,16,101701
2397,13051,17,101701
2398,13051,18,101701
2399,13051,19,101701
2400,13051,20,101701
2401,13051,21,101701
2402,13051,22,101701
2403,13051,23,101701
2404,13051,24,101711
2405,13051,25,101712
2406,13051,26,101711
2407,13051,27,101711
2408,13051,28,101713
2409,13051,29,101713
2410,13051,30,101711
2411,13051,31,101711
2412,13051,32,101711
2413,13051,33,101712
2414,13051,34,101712
2415,13051,35,101701
2416,13051,36,101701
2417,13051,37,101701
2418,13051,38,101701
2419,13051,39,101701
2420,13051,40,101701
2421,13051,41,101701
2422,13051,42,101731
2423,13051,43,101714
2424,13051,44,101714
2425,13051,45,101714
2426,13051,46,1001
2427,13051,47,1001
2428,13051,48,1001
2429,13051,49,101
2430,13051,50,1002
2431,13052,51,201713
2432,13052,52,201713
2433,13052,53,201711
2434,13052,54,201711
2435,13052,55,201711
2436,13052,56,201711
2437,13052,57,201712
2438,13052,58,201712
2439,13052,59,201711
2440,13052,60,201711
2441,13052,61,201711
2442,13052,62,201711
2443,13052,63,201712
2444,13052,64,201713
2445,13052,65,201711
2446,13052,66,201701
2447,13052,67,201701
2448,13052,68,201701
2449,13052,69,201701
2450,13052,70,201701
2451,13052,71,201701
2452,13052,72,201701
2453,13052,73,201701
2454,13052,74,201711
2455,13052,75,201712
2456,13052,76,201711
2457,13052,77,201711
2458,13052,78,201713
2459,13052,79,201713
2460,13052,80,201711
2461,13052,81,201711
2462,13052,82,201711
2463,13052,83,201712
2464,13052,84,201712
2465,13052,85,201701
2466,13052,86,201701
2467,13052,87,201701
2468,13052,88,201701
2469,13052,89,201701
2470,13052,90,201701
2471,13052,91,201701
2472,13052,92,201731
2473,13052,93,201714
2474,13052,94,201714
2475,13052,95,201714
2476,13052,96,1001
2477,13052,97,1001
2478,13052,98,1001
2479,13052,99,1001
2480,13052,100,1002
2481,13053,101,301713
2482,13053,102,301713
2483,13053,103,301711
2484,13053,104,301711
2485,13053,105,301711
2486,13053,106,301712
2487,13053,107,301712
2488,13053,108,301711
2489,13053,109,301711
2490,13053,110,301711
2491,13053,111,301711
2492,13053,112,301712
2493,13053,113,301713
2494,13053,114,301711
2495,13053,115,301711
2496,13053,116,301701
2497,13053,117,301701
2498,13053,118,301701
2499,13053,119,301701
2500,13053,120,301701
2501,13053,121,301701
2502,13053,122,301701
2503,13053,123,301701
2504,13053,124,301712
2505,13053,125,301711
2506,13053,126,301711
2507,13053,127,301711
2508,13053,128,301713
2509,13053,129,301713
2510,13053,130,301711
2511,13053,131,301711
2512,13053,132,301711
2513,13053,133,301712
2514,13053,134,301712
2515,13053,135,301701
2516,13053,136,301701
2517,13053,137,301701
2518,13053,138,301701
2519,13053,139,301701
2520,13053,140,301701
2521,13053,141,301701
2522,13053,142,301731
2523,13053,143,301714
2524,13053,144,301714
2525,13053,145,301714
2526,13053,146,1001
2527,13053,147,1001
2528,13053,148,1001
2529,13053,149,1001
2530,13053,150,1002
2531,13061,1,101811
2532,13061,4,101812
2533,13061,5,101812
2534,13061,3,101811
2535,13061,2,101811
2536,13061,8,101811
2537,13061,11,101812
2538,13061,10,101812
2539,13061,9,101811
2540,13061,7,101811
2541,13061,6,101811
2542,13061,14,101801
2543,13061,15,101801
2544,13061,16,101801
2545,13061,17,101801
2546,13061,18,101801
2547,13061,19,101801
2548,13061,20,101801
2549,13061,21,101801
2550,13061,22,101801
2551,13061,23,101801
2552,13061,24,101801
2553,13061,25,101801
2554,13061,12,101813
2555,13061,13,101813
2556,13061,26,101811
2557,13061,27,101811
2558,13061,28,101811
2559,13061,29,101811
2560,13061,30,101811
2561,13061,31,101811
2562,13061,32,101812
2563,13061,33,101812
2564,13061,34,101813
2565,13061,35,101813
2566,13061,36,101811
2567,13061,37,101811
2568,13061,38,101811
2569,13061,39,101801
2570,13061,40,101801
2571,13061,41,101801
2572,13061,42,101801
2573,13061,43,101801
2574,13061,44,101801
2575,13061,45,101801
2576,13061,46,101801
2577,13061,47,101801
2578,13061,48,101801
2579,13061,49,101801
2580,13061,50,101831
2581,13061,52,1002
2582,13061,51,1001
2583,13061,53,1001
2584,13061,54,1002
2585,13062,58,201812
2586,13062,59,201812
2587,13062,55,201811
2588,13062,56,201811
2589,13062,57,201811
2590,13062,60,201811
2591,13062,64,201812
2592,13062,65,201812
2593,13062,63,201811
2594,13062,61,201811
2595,13062,62,201811
2596,13062,69,201801
2597,13062,70,201801
2598,13062,73,201801
2599,13062,74,201801
2600,13062,79,201801
2601,13062,68,201801
2602,13062,72,201801
2603,13062,76,201801
2604,13062,78,201801
2605,13062,71,201801
2606,13062,75,201801
2607,13062,77,201801
2608,13062,67,201813
2609,13062,66,201813
2610,13062,80,201811
2611,13062,81,201811
2612,13062,83,201811
2613,13062,84,201811
2614,13062,85,201811
2615,13062,82,201811
2616,13062,86,201812
2617,13062,87,201812
2618,13062,90,201811
2619,13062,88,201813
2620,13062,89,201813
2621,13062,92,201811
2622,13062,91,201811
2623,13062,101,201801
2624,13062,99,201801
2625,13062,103,201801
2626,13062,98,201801
2627,13062,102,201801
2628,13062,100,201801
2629,13062,96,201801
2630,13062,93,201801
2631,13062,94,201801
